"","BlueV","GreenV","RedV","RedEdge1V","RedEdge2V","RedEdge3V","NIRV","NIR2V","SWIR1V","SWIR2V","BlueP","GreenP","RedP","RedEdge1P","RedEdge2P","RedEdge3P","NIRP","NIR2P","SWIR1P","SWIR2P","BlueO","GreenO","RedO","RedEdge1O","RedEdge2O","RedEdge3O","NIRO","NIR2O","SWIR1O","SWIR2O","Class_Id"
"1",1014.25,1004,1071.25,1314.75,2067.5,2522.75,2469.5,2877.75,2153.5,1153.5,864.75,745.5,538,861,1596.25,1845.75,1835.25,1980,1347.25,773.5,856,549.25,354.5,396.25,508.5,561.75,495.75,573.25,470,298.25,1
"2",1083.25,1078,1262,1411.75,1959.5,2332.5,2276.75,2704.75,2459.75,1442.25,839.75,710,461.25,787.25,1856.25,2100,2153,2349.5,1173,594,864.75,579.5,370.75,498,805.25,881.5,846.75,997,570.5,291.75,1
"3",1031.75,995.25,1046,1254,1994,2382.75,2308,2702.25,2278.75,1247,950.75,858.25,667.25,1085,2192,2612,2630.75,2840.25,1970,1067.75,1012.75,828.75,624.25,966,1984.75,2325,2385.75,2625,1713,878.75,1
"4",894.5,811.75,713.5,926.75,1665,2002,1914,2245.5,1412,697.25,806,609,423.75,584.5,1254,1504.5,1485.75,1622.25,1023,527,825,504,303.75,295.5,425,420.25,392,433.25,237,121.75,1
"5",1058,1041.25,1096.25,1272.5,1832,2108.75,2072.25,2393.5,2134.25,1224,911.75,770.75,612,923.75,1660.5,1923.25,1870.25,2106.5,1576,910.5,993.75,754,614.75,777.25,1121.25,1239.25,1259,1386.5,1337.25,841.75,1
"6",1065.5,1065.75,1097,1390,2383.25,2833.25,2784,3170.25,2115.75,1166,903.5,826.75,593.5,1034.25,2142.5,2507.5,2450.5,2663.75,1535,830,1009.5,831.75,689,1025.25,1575.5,1756.5,1754.25,1948,1407.25,824.75,1
"7",902.25,823.75,702.25,932.25,1983.5,2427.5,2368.25,2667.5,1329.5,691.75,940.75,814.75,700.5,1032.75,1712.25,1996.5,1970.5,2253.25,1755.5,1115.5,1014,801.25,680.5,888.75,1395.25,1497.5,1601.75,1782.25,1209,756.5,1
"8",1012,991.25,961.25,1265.75,2117.25,2410.75,2442.75,2789.5,1981.5,1068.75,919.5,803.25,646.75,1052.5,1991.25,2299,2295,2522.25,1679,915.75,985.25,765.5,643,890.5,1472.75,1641.5,1688.25,1887.5,1409,833,1
"9",917,875,770.75,1071,2665.75,3481.5,3348.75,3854,1813.75,867.25,934.25,841.25,694.5,1131.5,2004.25,2311.75,2427,2613,1922.5,1086.5,1018.75,837,784,1141.5,1844.25,2212.25,2340,2655,1846.25,1074.75,1
"10",878.25,811.75,682.25,974.5,2090.25,2585.25,2481.75,2932,1525.5,726.75,866.25,701.5,545.25,780,1302.75,1493.5,1513.5,1683,1379.5,827.5,890,634.75,451.25,647.25,1212,1347.5,1378.25,1569.25,898.25,461.5,1
"11",953,903,846.25,1071,1953.75,2341.5,2314.75,2630.75,1619,867.5,890.25,734.75,613.25,850.5,1473.5,1668.25,1655,1823,1467.75,920.75,929.75,668.75,513,641,884.5,1020.25,978.75,1076.5,873.25,548,1
"12",1160.75,1250.75,1425.5,1631.25,2137,2396,2358.25,2699.25,2722.5,1772.75,1057,1063.25,966.5,1422.75,2507.25,2885.25,2850,3091.5,2449,1492.25,1153.75,1061.5,1062.5,1292.25,1744.25,1858.75,1876,2053.75,1985,1270.25,1
"13",1008.25,1042.5,1028.75,1263.25,2308.25,2751.25,2670,3024.5,1856.5,1046.75,1284.75,1352.75,1592,1771.25,2014.5,2121.75,2099.25,2187.25,2635.75,2016.5,1140.5,1007.75,1166.25,1335.5,1509.75,1677,1712,1896,2574.5,1843.75,1
"14",1022.25,1085.25,1108,1392.25,2422.5,2849.5,2732.25,3087.75,2093.75,1194.5,1290.75,1465.25,1855.25,2010.5,2239.5,2356,2281.75,2341.5,2732.5,1988.5,1069.5,925.5,1049,1183.75,1371.5,1502.5,1514.75,1646,1952.25,1323.75,1
"15",1125,1201,1303.25,1502.5,2271.25,2670.5,2550.75,2889,2275.25,1454.25,1292.75,1374.5,1647.25,1833.75,2117,2283.5,2257.5,2381.5,2649,2004.75,1185.75,1091.25,1169.75,1420.25,1781.5,1938.25,1977,2128,2440.25,1722.5,1
"16",946,947,827.75,1138.75,2328.5,2844.5,2792,3143,1781,930.5,1096.75,1068.25,1251.25,1457.25,1707.75,1856.5,1896.5,2059,2466.5,1821.25,1053.25,876.25,896.75,1146.75,1484.75,1683,1679,1900.75,2223.5,1535,1
"17",1174.5,1230,1273.5,1451.75,2295.75,2735,2653.75,2975.75,2064.5,1331.75,1348.25,1389.25,1582.25,1758.25,2039.75,2134.25,2127.5,2249.75,2494.75,1951.5,1330.5,1262,1399.25,1613.25,1975.25,2184,2253.75,2376.75,2553.25,1840.5,1
"18",943.25,926.25,864.75,1088.25,2091.25,2581.5,2484.75,2778.5,1580.75,871.75,1159,1166,1344,1520.25,1817,1956.75,1957.75,2034.75,2305,1716.25,987.5,760.5,762,869,1036.25,1145.75,1165,1272.25,1643.25,1175.25,1
"19",968.75,997.75,941,1240,2306.25,2754,2672.25,2972.25,1810.75,989.25,1232,1290.5,1581.25,1728.5,1946.75,2061,2044,2162,2792,2142.25,1138.75,1011.5,1222.25,1376.75,1603.25,1785.25,1840,1997.25,2721.75,1943.75,1
"20",920.75,911.5,793,1081.5,2271.75,2852.25,2735.25,3148.25,1626.5,827,990.5,867.25,926,1105.25,1393.25,1538,1531.5,1694,1975.5,1394.5,990.25,747.75,752.75,912,1142.25,1273.5,1345.5,1518.75,1458,934.25,1
"21",945.25,942.5,838.5,1109.75,2157.75,2600.25,2475.25,2855,1600,841.25,1006.75,903.25,920.5,1089.5,1365,1500,1496.5,1617.75,1660.75,1203,995,764.5,761.75,902.75,1087.75,1210.75,1225.75,1339,1283.25,871.25,1
"22",1034.5,1089.75,1075.5,1380.75,2524.25,3084.25,2930.75,3331.5,2026.5,1146.5,1197,1209.25,1423,1651,1951.25,2111.75,2112.75,2225,2466.25,1783,1178,1061.25,1311.25,1585.25,1918,2155.25,2203.75,2423.25,2591.5,1695.25,1
"23",863,824.75,604,932,2227.75,2774.5,2624.5,3038.25,1394.5,631,960.25,802.75,785,922,1116,1198.75,1207.75,1287.5,1428.25,1038.25,929,631,513,563.75,689.25,725.25,723,794.5,787.75,521,1
"24",916,893.5,763.75,1035.5,2152,2656.5,2509.75,2846,1457.5,746.5,1045.5,936.25,985.25,1091.75,1230.25,1314.75,1305.5,1407.25,1580,1196.25,1004.5,759.75,785.5,927,1076,1210,1219.5,1352,1309,878.75,1
"25",959,975,888,1206.75,2389.75,2845.5,2726,3169.25,1755.5,910.75,1123.5,1115,1273.5,1449.25,1719,1823.75,1778.5,1929.75,2030.25,1443.5,1108,948.25,1121.75,1407.75,1742.5,2048.75,2134.25,2369.75,2437.5,1538.75,1
"26",1035.5,1104.75,1131.5,1411.75,2252,2677.25,2505.5,2846,1902.25,1093.5,1045.25,980,1047.25,1231,1560.25,1687.75,1717.75,1837,1928.75,1369,1161.75,1055.5,1259.75,1477.25,1768,1998.5,2045.5,2197,2146.75,1442.75,1
"27",884,882.25,687.5,1057.75,2658.75,3453.75,3370.25,3820.25,1633.75,743.25,1071,990.25,1094.25,1266.25,1531.5,1662.25,1635.25,1775.5,2085.5,1553.25,1142.5,996.5,1263,1541.25,1906.75,2201,2279.5,2608.5,2775.5,1832.5,1
"28",945.5,968.25,837.75,1131.75,2150,2571,2371.25,2731.75,1502.25,800.25,1045.5,943.75,1022,1122.25,1260,1324.5,1314,1398,1585,1191.75,985,738.75,734.25,829.5,948.5,1028.25,1044.75,1109,1151.75,778.5,1
"29",990,1031.25,1032.25,1365.25,2240.5,2693.5,2566,2955.75,1990.25,1108.5,1116.5,1098,1244.25,1460.5,1805.5,1949.25,1945,2095,2197.75,1509.25,1053.5,868.75,916.75,1127.5,1509.25,1720.5,1754.75,1921.75,1905.75,1184.5,1
"30",979.75,982.5,995,1229.25,2113.75,2519,2399,2753.5,1750.5,1009,1084.75,1058.5,1279.75,1536.75,1863.5,2021,2013.25,2193.5,2329.5,1593.5,1029.5,809.75,912.75,1106.5,1432,1611.5,1684.25,1835.5,1624,985,1
"31",935.75,933.75,839.75,1108,2015,2382.25,2270,2551.75,1489,817.25,1049.25,984.5,1113,1239.5,1416.75,1505,1459.25,1565,1700,1218.5,1004,778.5,794,939.75,1133,1329.75,1330.75,1453,1213,792,1
"32",906,875.75,726.25,1037.5,2155.25,2706.5,2582,2930.5,1500.5,772.5,1056.5,952.5,1056.5,1238,1491,1606.75,1605.5,1748.25,1895.5,1342.5,1002.5,749.25,760.75,909,1142.25,1285.25,1310.75,1454,1369.75,858.25,1
"33",1059.5,1086.5,1108.25,1310.5,2098.75,2484.25,2340.25,2656.25,1763.5,1104.5,1158.75,1130,1243,1389.75,1720.5,1866.25,1812.5,1967.5,1914.25,1356.5,1112,926.75,964.5,1171.25,1406,1546.75,1524.75,1678.75,1589.5,1055.5,1
"34",889.5,839,696.25,964.25,1991,2478.25,2369.75,2749.75,1359,637.5,976.25,821,854.75,1015.25,1266.5,1431.75,1419,1601,1686,1139.75,920.75,626.5,529.75,623.5,787.25,863.25,858.5,981.25,765.25,461.5,1
"35",860.75,845,612,972.75,2337,2927,2775,3193.5,1426.25,649.25,1012,890,941.75,1170.75,1519.5,1701.75,1734.75,1893.5,2013.75,1331.25,938,644.25,558,630.75,760,837.25,821.5,922,782.5,500.75,1
"36",843.25,820.75,588.5,948,2294.75,2909,2771.25,3171.5,1366.75,605.75,1022.5,894.25,1007,1180.5,1433.5,1588.25,1637.25,1798.75,2121.75,1465.75,988.5,731.75,749.5,868.25,1045.5,1141.5,1189.75,1316,1101.75,673.75,1
"37",877,858.25,722.5,1030.25,2219.75,2778.5,2679.75,3094.75,1569.25,797.75,1031.75,938.25,1061,1221.75,1428,1588.5,1632.25,1756.25,2418.5,1715.25,1020.25,808.75,841.25,1012.5,1216.5,1362.25,1414.5,1527.75,1628.25,1018,1
"38",869.5,832,629.75,935.5,2257.75,2861.75,2737,3111.25,1373.25,635.5,960.5,804,808.5,935.75,1125.5,1220.25,1234.25,1352,1612,1196.75,962.25,691.75,656,752.5,900.25,1000.75,999.5,1092.5,1066.5,696.5,1
"39",926,915,754.25,1077.75,2267,2779.5,2606.25,2975,1478.75,719.5,1017,901.25,917,1042.25,1220.75,1305.75,1285.75,1380.75,1454,1063.75,1000,732.25,697.5,804.25,958,1028.75,1061.25,1152.25,1077,714,1
"40",918.75,925,764.75,1092,2320.75,2821.25,2680.75,3048.25,1577,792.25,1113,1051.75,1215,1399,1587.25,1725.75,1733.75,1872.75,2211.25,1655.75,1113.25,934.75,1161.75,1380,1657,1900.75,1995.25,2234,2095.25,1377,1
"41",963,1026,975.25,1312.25,2280.75,2654.75,2506.25,2810.25,1958.75,1099.5,1144.25,1206.25,1505.5,1650,1835.75,1919,1843.25,1904.75,2600.5,1883.75,1040.25,855,919.5,1042,1201,1316.5,1266.75,1358.25,1607,1053.75,1
"42",978.5,1005.5,1004.5,1248.5,2128.75,2560.5,2411.75,2769,1970.75,1101,1147.75,1155,1359.5,1593.75,1930.75,2119.25,2123,2289.75,2923,1970.75,1047,873.25,947.75,1086.25,1377.5,1513.5,1538.5,1665.25,1852.25,1153.75,1
"43",882.25,875.75,685.25,1055.75,2316.75,2797.75,2652.25,3018.75,1662.75,789.5,1102.75,1076,1305.25,1468,1653.5,1805.5,1761.25,1882.25,2609.75,1880,994,737.75,715.75,820,943.75,1032.75,1047.5,1147.75,1363.75,882.5,1
"44",916.75,954.25,803.75,1201.75,2686,3323.5,3186.5,3585,1915.5,936.25,1068,1041,1213,1370.25,1604.75,1758.25,1709,1835.75,2717.75,1952.5,1112.5,954,1065.25,1272,1486.75,1669.25,1672.25,1816.5,2506,1676.75,1
"45",942,1020.5,966,1380,2677.25,3197.25,3034.25,3429.25,2232.75,1157,1144.5,1219.75,1614,1805.25,2028.25,2200,2130.25,2217,3237,2283.75,1137.25,1047.25,1354.5,1574.75,1790,1970.25,1971.75,2092.25,2809.25,1825.5,1
"46",905.25,861.5,781.75,1008.5,1902.25,2352.25,2242,2612.5,1572.25,839,940.25,793.5,796.75,940.25,1123.75,1225.75,1215.5,1311.25,1728.5,1217,895.5,588.25,456.5,506.75,603.25,596.25,586,663.25,648.25,417.5,1
"47",865.5,846,649,966,2318.5,2983.5,2817.25,3234,1426,659,1002.25,876,940.25,1062.75,1293,1389.25,1422.75,1519.5,1860,1347.5,988.25,732.75,727.25,840.5,1005.25,1142.5,1170.25,1272.5,1163.25,738.5,1
"48",832.75,805.25,541.5,897,2366.5,3017.75,2865,3296.25,1276.5,520.5,976,829.75,862.75,1033.25,1272.75,1429.25,1471,1597.5,1872,1272.75,930.5,635.25,520.25,624.5,760.5,867.5,836,985.25,802.25,488.25,1
"49",909,958.75,832.75,1194,2618.25,3205,3069.75,3472,1853.25,913.75,1075.5,1078.25,1309.75,1473.25,1701.75,1818.5,1792,1910,2670.25,1913,1098,950,1098.5,1255.75,1451.75,1589.75,1622.25,1735.75,2104.75,1365.75,1
"50",843,809.25,598.25,936,2284,2917.25,2839,3213.25,1514,675,923.25,812.25,854,1045.25,1432.5,1638.5,1616.75,1791,2114.5,1401.25,953.25,704.75,675.25,855.75,1113.25,1311,1362.75,1521.75,1423.25,834.75,1
"51",1425.75,1519.5,1842.25,1939.5,2148.75,2342.25,2167.75,2510.75,2803,2215.75,1582.5,1633.5,1957,2073.5,2321,2530.5,2456.25,2574,2790.5,2359.5,1421.75,1368,1589,1814.5,1868.25,2022.25,1919.75,2055.5,2247.75,1823.25,2
"52",1407.75,1453.75,1777.75,1848.75,2011.25,2240,2086,2386.5,2842,2216,1391.25,1404.75,1714.5,1873.25,2036.25,2139.5,2110.5,2309.75,2828.75,2364.25,1384.5,1267.25,1498.25,1638.5,1702,1825.25,1843.5,1895.5,2275,1782.5,2
"53",1506.75,1585.5,1865.25,1943.5,2193.75,2450.75,2256,2554.5,2607.25,2019.5,1643,1695.5,2155.5,2338.25,2633.5,2764.5,2693.75,2851.25,3047.5,2486.25,1363.75,1225.5,1311.75,1462.5,1780.5,1841.25,1767.75,1920.25,1724.75,1304.75,2
"54",1258,1256.25,1622.5,1718.5,1964.5,2167,2010.25,2302,2825.5,2338,1348.25,1301.5,1749.75,1951.5,2152.75,2248.75,2095.25,2231,2918.25,2563.25,1282,1111.25,1319,1396,1591.75,1607,1625,1661.5,2191.75,1795,2
"55",1466.25,1459.5,1685.25,1755.75,1969.5,2146.75,1987.5,2231.5,2291.25,1843,1591.25,1541,1777.25,1921.5,2079.5,2183.25,2067.25,2187.5,2347.75,1991,1453,1294.5,1417.25,1549.75,1775.5,1862.25,1821.25,1922.25,1846.25,1511.25,2
"56",1431,1462.75,1878.75,1974.25,2254,2441,2245,2541.75,3017,2440.75,1616.25,1587.75,2101.75,2273.25,2468.5,2540.25,2419.25,2571,3161,2672.5,1384.75,1232.75,1540,1723.5,1911,1956.5,1854,1972.5,2311.5,1889.75,2
"57",1436.75,1426.75,1707,1729,1903.5,2048.5,1924,2181.25,2742,2253.75,1404.75,1327.25,1603.25,1722.25,1872.25,1952.5,1875.5,1977,2728.75,2358.25,1336.75,1137.5,1262,1337.75,1394.75,1492.75,1472.75,1500.25,1916.5,1555,2
"58",1620,1691.25,2171.5,2230.5,2419.75,2614.5,2480.25,2769.5,3449.25,2833.25,1593,1652.75,2116.75,2266.75,2452,2626.75,2581.5,2692,3413.25,2822.5,1467,1315.5,1540.25,1645.75,1715.25,1827.75,1805.5,1848,2234.75,1776.5,2
"59",1458.5,1503.75,1851.5,1906.5,2126,2344,2193.5,2513.5,3169.25,2592.75,1510,1549.75,1983.25,2157.5,2372.25,2500,2448.75,2595.5,3414.25,2992.5,1425.25,1324.75,1592.75,1748.5,1945.25,2044.25,1997.25,2126.5,2690.75,2153.75,2
"60",1453,1518,1866.75,1939.25,2169.75,2345,2217.25,2552.75,3148.75,2582.75,1536.75,1551.75,1929.25,2080.25,2296.25,2442.75,2363,2554.75,3220.5,2792,1432.75,1288.25,1514.5,1618.5,1751,1851,1815.75,1924,2437.25,1925.25,2
"61",1553,1673,2064.75,2124.5,2434,2663.75,2510.5,2863.75,3055.25,2674.75,1654.5,1693.5,2074.25,2210,2415.5,2478.5,2433,2516.5,2897.5,2532.5,1560.25,1498.25,1772.75,1956.5,2223.75,2283,2215,2331.75,2449.75,2037.75,2
"62",1560.25,1636.75,2047,2131,2356,2583.25,2397.75,2727,3134.5,2656.75,1640,1714,2197.75,2401,2629.75,2739.25,2692.25,2902.5,3432.25,3106.75,1566.25,1506,1824.75,1972.75,2128.25,2250.5,2175.25,2280.25,2543,2182.5,2
"63",1420.25,1473.75,1768.5,1860.5,2130.5,2356.5,2208.5,2516,2711.5,2141.25,1483.25,1479.25,1709.5,1890.5,2261,2401.75,2415.5,2568.25,2732,2237.5,1365.75,1219,1342.5,1436.25,1728.25,1775.75,1746.5,1878.5,1929.25,1517.5,2
"64",1485.5,1508.5,1695.25,1790.75,2167.25,2404.75,2272.5,2557,2436.5,1903.75,1671,1738.5,2086,2240.5,2526,2762.5,2639,2830.75,2907.75,2507.5,1544.25,1457.5,1673.25,1838,2191.25,2303.75,2257.5,2432.25,2282.75,1865,2
"65",1440.75,1476.75,1833.25,1892.25,2153.25,2336.5,2230,2499,3040,2482.75,1543.25,1555,1936.5,2131.75,2384,2471.5,2420.75,2572.75,3221.25,2820.75,1490.25,1397.25,1665.75,1777.75,1978.5,2054.5,2069.5,2146,2595.25,2068.5,2
"66",1462.75,1481,1874.25,1962.75,2211.25,2365.75,2210.75,2508.25,2864.75,2333.75,1530.5,1525,2004,2139.25,2422,2494.5,2355,2572.5,2994,2586,1366.75,1210.25,1492.25,1671.75,1928,1926.5,1839.75,2049.75,2371.75,1962.5,2
"67",1446.25,1462.75,1764.75,1803.5,2097.5,2240.75,2111.25,2343.5,2730,2263.25,1535.25,1536.25,1945.75,2073.5,2268.25,2440.25,2260.75,2462.25,2873.25,2563.5,1476.25,1358.5,1638.75,1763,2017.5,2083.5,1958.5,2066.75,2424,2016,2
"68",1541.25,1599.5,2075.5,2129.5,2403.25,2591,2382.75,2678.75,3204.75,2507.5,1693,1706.5,2345.5,2511.25,2832.25,2948.75,2730.75,2948.25,3588.5,2938,1783.25,1701.5,2159.75,2325,2523.75,2649,2470.5,2636.5,3045.25,2376.25,2
"69",1498.25,1506,1863.75,1916.75,2236.25,2331,2183.5,2461.75,2815,2120,1676.5,1647.25,1969,2253.5,2413.25,2569,2280.25,2564.75,3186.25,2625.25,1437,1284.25,1535.75,1572,1720.25,1877,1754.25,1765.25,2014,1452.5,2
"70",1777,1882.75,2391.25,2485.25,2770.25,3030,2800,3175.25,3571,2805.75,2077,2192.5,2529.75,2794.75,3139.5,3419,3251.75,3475.75,3795,3062.5,1760.25,1775.25,2160.75,2380.5,2729.5,2982.75,2741.75,3020,3293.25,2722.25,2
"71",1338.75,1328.5,1712.25,1795.75,2009.75,2190.25,2046.75,2312.75,2716.75,2146.5,1462.75,1409.25,1891.5,2070.5,2315,2439.75,2282.5,2500.25,3041.25,2560,1201.5,1007.5,1192.5,1342.25,1428,1508.5,1407.75,1490,1826.75,1481.75,2
"72",1622.75,1723,2242,2329.25,2575,2775.75,2642.75,2950.75,3553.25,2937.75,1790.75,1870.75,2428.5,2652.75,2904,3092.75,2891.75,3191.5,3905.25,3385.25,1774.5,1768,2295.75,2502.5,2747.5,2908.5,2753.75,2985,3509.25,2853.5,2
"73",1482.25,1494,1762.25,1866.5,2057,2180.75,2039.75,2250,2431.5,1902,1616.25,1595.25,1933.75,2109.25,2305.25,2417.5,2224,2420.25,2711.5,2278,1292.75,1072.5,1128.25,1236,1329.75,1400.25,1219,1314.75,1358,1119.75,2
"74",1418,1439.5,1730,1828.75,2214.5,2483.25,2348,2672,2706,2091.25,1725.25,1723.25,2039.75,2182.75,2537,2719,2681.75,2917.25,3226.75,2673,1648.5,1489.5,1762,1908,2230.5,2616,2582.5,2716.75,2921.75,2371.75,2
"75",1378,1416.5,1779.25,1885.75,2223.75,2439.5,2257.5,2611,2817.25,2263.5,1594.75,1656.25,2117,2338.25,2633.75,2792.5,2722,2794.5,3326,2777,1521.75,1444,1802.75,1958.25,2227.75,2292.75,2260.25,2428.5,2696.5,2114,2
"76",1291.5,1311.5,1718.5,1806.75,2073.25,2272.5,2144,2406.25,3023,2493,1348.25,1325.5,1815.5,2002,2222.75,2306,2227,2409,3305.25,2887,1402,1293,1736.75,1879.75,2031.5,2124.5,2124,2232.5,2910.5,2383,2
"77",1169.25,1154.5,1362.25,1483,1807.5,2064,1946,2187.25,2365.5,1826,1282,1248.5,1553.25,1719,1951.75,2039.5,1984.25,2091.5,2479.5,2104,1127,890.75,957.25,977.75,1127.25,1137.5,1142.25,1148.75,1301,1027.5,2
"78",1171,1129.25,1277.25,1353.25,1728.75,1934.75,1833.5,2090.5,2089.5,1638.25,1290.75,1261.75,1455.75,1723.25,1875,2042,1946,2152.75,2323.5,1951.75,1101.75,860.5,879.25,915.25,1046.25,1086.75,1041.5,1115.75,1243.5,973.25,2
"79",1506.5,1615.25,2010.75,2069.5,2468,2768.25,2557.5,2860,2898.75,2306,1663.75,1739.25,2098.5,2238.5,2516,2659.5,2628.75,2728.25,2826.75,2442.5,1732.25,1714.75,2202,2364.75,2622.75,2829.75,2782.75,2832.5,2903,2300,2
