"","BlueV","GreenV","RedV","RedEdge1V","RedEdge2V","RedEdge3V","NIRV","NIR2V","SWIR1V","SWIR2V","BlueP","GreenP","RedP","RedEdge1P","RedEdge2P","RedEdge3P","NIRP","NIR2P","SWIR1P","SWIR2P","BlueO","GreenO","RedO","RedEdge1O","RedEdge2O","RedEdge3O","NIRO","NIR2O","SWIR1O","SWIR2O","Class_Id"
"326",1647.75,1859,2448,2591.5,2859.75,3151.75,3106.25,3575.25,4316,3088.75,1674.25,1846.5,2123.75,2514,3227,3509,3564.5,3797.5,3981.5,2983,1918,2029.5,2422.25,2771.5,3263.25,3512.75,3599,3881.5,4578,3449,7
"327",1593.75,1720,2120,2223,2468.25,2733.75,2725,3159.5,4312,2976,1520,1585.25,1654,2021,2759.5,3026,3149.5,3387.25,3836.5,2801.75,1899,1930.75,2182.75,2455.5,2922.5,3180.5,3315.5,3630.75,4963.75,3693.5,7
"328",1591.25,1822.5,2506.25,2659,2909.75,3218.25,3153,3591.5,4142.75,3031.25,1595.25,1782.25,2059.25,2540,3381,3665,3703.75,3958.75,3892.25,2924.75,1966,2166.25,2648,3120.5,3809.75,4079,4157.25,4442.25,4779.5,3636,7
"329",1557.75,1763.5,2232,2392.75,2657.75,2940,2861.5,3274.25,4018.5,2852,1534.5,1643.25,1846.5,2187.25,2854.25,3130.25,3207,3487.75,4000,2942.75,1844.25,1984.5,2368.5,2750,3305.75,3633.25,3694.5,4037.75,4811.5,3465,7
"330",1555.75,1770.25,2394.25,2550.75,2809.75,3100.75,3068.75,3531.75,4182.25,2980.75,1612.25,1790.5,2122,2478.75,3236.25,3504,3554.25,3797.25,3927.25,2976.25,1907.5,2037.25,2458.5,2856,3449.75,3710.25,3783,4037,4662.75,3494.25,7
"331",1610.25,1788.5,2308,2445.5,2729.75,3059.5,3014.5,3467,4146.25,2908.75,1579.5,1693.25,1828.75,2255,3098.5,3427,3505,3804.25,3911.5,2890.5,1803.5,1850.75,2070.75,2473,3139.75,3370.25,3505,3772.75,4143.5,3052,7
"332",1485.75,1645.5,2128.5,2247.5,2443.25,2696.25,2644,3033,3812,2683.25,1564.25,1703,1965.5,2289.75,2918,3151.75,3184.75,3416.75,3691.25,2734.5,1738.25,1788,2087.5,2358.25,2732,2914.25,2973.5,3191.25,3808.25,2795.25,7
"333",1675.75,1803.5,2128.25,2290.75,2629.5,2888,2854.25,3249.25,3966.75,2803.75,1767.5,1819.75,2082.5,2350.5,2840,3062,3139.5,3341.5,3875.75,2871.75,1927,1972.75,2196.5,2663.75,3315.25,3603.5,3754.25,4064.5,4432.5,3086.25,7
"334",1326,1377.75,1542.5,1707.75,2046.5,2244.5,2176.5,2466.25,2650,1922.5,1401.5,1340.5,1413.25,1594.5,1896,2012.25,2064.25,2193.5,2632.5,2167.75,1290.25,1128.5,1152.25,1306,1558.75,1681,1711.5,1814.25,1966,1526,7
"335",1333.75,1363.75,1486.75,1641.5,2024.5,2238.25,2178.25,2471.25,2359.75,1676.25,1422.5,1365.25,1434,1606,1881.25,1983.25,2008.5,2128.75,2360,1905,1532.5,1413,1503,1699.75,1967.25,2120,2181.25,2283.5,2429.5,1914.75,7
"336",1499.5,1627.5,1962.25,2118.75,2449.25,2708.5,2656.5,3027.75,3242,2288.75,1690.75,1736.75,1853.5,2135.25,2700.5,2914,2939.5,3169.25,3310.5,2610.25,1862.25,1905.5,2159.75,2489.5,2983.5,3193.75,3249,3506,4065.25,3221,7
"337",1116.75,1118.75,1212.5,1354,1661.25,1830,1774.75,1990,1943.5,1328.25,1102.5,1027.75,1026,1201,1475.25,1578,1588.25,1699.25,1786.75,1363.5,2207.5,1792,1641.75,1672.25,1779.25,1684.75,1620.25,1622,260.5,179.75,7
"338",1121.25,1062,1107.5,1195.25,1456.25,1590.25,1550.75,1766.5,1766.75,1273.25,1131.75,1019.5,1015.25,1134.75,1319,1400.25,1410,1489,1618.75,1299.25,849.75,520.25,323.75,302.5,322,302,275.75,278.75,174.25,133.5,7
"339",1442.25,1479.25,1583,1709.25,2015.5,2218.25,2169,2450,2561.25,1948.5,1521.25,1445,1478,1665.5,1954.75,2091.25,2127,2293.25,2561.5,2128.75,1646,1515.25,1566.5,1729.25,2023,2154.75,2226.75,2355.75,2669.5,2228.5,7
"340",1335.25,1346.25,1478.75,1591.5,1821,1995.75,1943,2193.75,2372.5,1806.75,1369.5,1270.5,1309.5,1447.75,1671.5,1796.25,1821,1938.5,2191.25,1827.5,2250.75,2040.5,2116.25,2254.75,2400.75,2454.75,2337.5,2499.25,1307.75,1094.5,7
"341",1392.75,1474.5,1747.5,1869.75,2179.5,2426,2354.75,2665.75,2990.75,2188.75,1550.75,1542,1666.5,1889.5,2256.75,2420,2456,2586,3048,2470.75,1491.75,1380.75,1463.5,1682.5,2011.25,2149.75,2208,2379.5,2538.5,1947.25,7
"342",1059,1093,1136.75,1322.75,1894.5,2176,2105.25,2372.5,1923.5,1317.75,1015.75,969.5,930,1175,1733.5,1924,1939.75,2075.5,1717.5,1228,1143.25,864,683.75,764.5,1137,1226.75,1231,1311.75,479.75,324.25,7
"343",1553.75,1627.25,1897.5,1957.75,2170.75,2359.5,2260,2513.25,2522.25,1923.75,1645.5,1653.5,1772.25,1993.5,2404.25,2554,2538,2671.75,2428.5,1944.25,1955,1925.75,2171,2341,2563.5,2652.75,2679,2765.5,2831.75,2336.5,7
"344",1710.25,1773,1908.25,2008,2267.25,2448.25,2377.25,2683.25,2854.5,2268,1749.5,1743.25,1852.5,2009,2274.75,2395.5,2419.75,2622.25,2988.5,2507.5,2050.5,2013.75,2181.75,2389.25,2647,2797,2870.5,3063,3376.5,2914.25,7
"345",1717.5,1784.75,1944.25,2008.75,2314,2510.75,2506.5,2866.5,3104.25,2501.75,1872,1885.75,2019.5,2172,2453.75,2651,2735.75,3029.75,3563.75,3014.25,2204,2209.25,2444.75,2681.5,2990.25,3182,3359,3617.75,4290.75,3668.5,7
"346",1843.25,1909.5,2084.25,2153,2402,2633.25,2633,3032,3508.25,2852,1928.5,1924.75,2070,2219.5,2465,2652,2781.5,3088.75,3799.5,3271.5,2544,2588,2895,3119.5,3423,3657.75,3927,4293,5382,4732.5,7
"347",1397.75,1452.5,1691.25,1897.5,2269.25,2560.75,2540.75,2944.75,3353,2212.75,1323.25,1288,1285.75,1584,2245.75,2469.75,2548.25,2762,2871.75,2035.25,1734.75,1710.25,1792,2146.75,2859.5,3116.25,3219.5,3506.25,3867.75,2738.5,7
"348",1368,1449.5,1767.75,1852,2096.75,2313.25,2210.5,2519.75,2669.75,1839.25,1309,1414.25,1583.25,1864.25,2353.75,2552.25,2466.75,2648,2536.5,1831.25,1330.75,1300.75,1311,1632,2115.25,2287.75,2198.25,2363.75,2183.75,1558.5,7
"349",1672.75,1907.5,2401.75,2561.75,2869.75,3162.75,3034.75,3470.25,3902.25,2703.25,1745,1945.75,2051.75,2496.5,3409.5,3680,3676,3914.75,3537.25,2498.75,1905.75,2013,2283.25,2620,3216.5,3438.5,3428.75,3678.25,3908.25,2783,7
"350",1169.25,1132.5,1206.75,1333.5,1606,1790.25,1736.25,1990.75,2107.5,1439,1215.25,1090.5,1054,1211,1530,1648.75,1653.75,1791,1935.75,1494.5,994.25,734.25,577.5,689.5,977.5,1037,1029.75,1108.75,866.5,592.25,7
"351",1391.75,1448,1720,1893.25,2196.5,2449.5,2410,2775.25,3311.5,2399,1388.25,1400.75,1483,1760.5,2335.5,2544.25,2595.25,2802.25,3093.75,2450.75,1550.5,1491.5,1565,1862.5,2421.75,2652.75,2711,2956.75,3279,2515,7
"352",1392.25,1388.25,1527.75,1620.75,1840.5,2041,1980,2276.75,2997,2063.5,1348,1257.5,1257.5,1496.5,1891.5,2052,2078.5,2246.25,2672.75,1950,1077.75,798.5,650.25,704.75,823.25,856.25,856.25,904.25,924.5,639.5,7
"353",1116,1150.75,1379.75,1532.25,1865.5,2093.5,2021.5,2301.5,2369.75,1597.5,1083.25,1047,1150,1370.25,1781.25,1940.5,1961.75,2076,2310.25,1701.5,1091.25,957.25,925.5,1158,1644.75,1814.25,1816,1915,1696.5,1143.75,7
"354",1009.5,981,1046.25,1273.5,1694.25,1922.5,1859.5,2142.5,2179.25,1286.75,973.5,899.5,844.5,1124.5,1780.5,1981.25,1993.5,2143.5,2161.25,1385,1112.25,994,913.75,1260,2199,2483,2506.75,2680,2441.75,1489,7
"355",1043,1085.75,1257,1455,1886.5,2100.5,2031,2283.5,2372.25,1604.75,1022.75,1010,1096,1318.25,1764.5,1914.75,1945.75,2062.25,2292.5,1680.5,1095.75,1006.75,1043,1261.25,1813.25,1978,2024.25,2086.75,2005.25,1385.25,7
"356",1086.75,1040.75,1171.25,1305,1570.5,1775.25,1702.25,1962.5,2120.75,1372.25,1056.5,975,1023.25,1218,1660.25,1820.25,1785.5,1953.25,2021.5,1447.25,1019.5,794.25,727.75,851.75,1133.25,1238,1183,1297,1281.75,893.5,7
"357",1043.75,1019,1155.75,1322.75,1639.75,1842.75,1767,2038.5,2279.25,1493.5,1031.75,953.75,986.75,1245.5,1749.75,1914.5,1898.75,2042.5,2390.5,1679.75,1143.75,997.75,1022.75,1265.75,1762,1955.75,1927.25,2071,2323,1571.75,7
"358",1059.75,1017.5,1051.25,1265,1869.25,2190.5,2117.5,2471.5,2173,1211,960,848.25,671.5,1005.5,1869.75,2138.75,2178.5,2351.75,1726.5,975.5,951.75,703.25,512.5,673.75,1252.25,1441.75,1407.5,1560.5,936.25,480.75,8
"359",1089.5,1069.25,1199,1389.25,1952,2280.75,2242.5,2603,2463,1418.5,962,870,728.75,1055,1923.5,2221.25,2250,2464.5,1994.25,1163.25,1023.75,822.5,653.75,896.75,1640.75,1895.25,1936,2084.25,1400,765.5,8
"360",1020.25,980,1052.5,1283,1933,2287.5,2240.25,2615.25,2301.5,1282,928.5,835.75,677,1022,2012.5,2351.75,2371.75,2569.5,1846.75,1036,976.75,776.75,589.5,842.5,1658,1936.25,1968.25,2149.25,1339.75,701.75,8
"361",969.5,917,914.75,1155.75,1867,2246.5,2197.5,2542.5,2030.75,1031.75,904.5,784.75,608,905,1882.25,2202.25,2208.75,2399.5,1692.25,918,932.75,698.25,492,703.75,1500.75,1762.5,1778.75,1929,1092.75,528.25,8
"362",910.75,843,762,1022.25,1769,2106.75,2042,2374.75,1654.75,825.25,838.5,687.75,491.5,766,1607.5,1861.5,1895.75,2053,1369,702.75,902.25,675,446,674.5,1475.75,1711,1746.75,1906.5,972.5,459,8
"363",1046.75,1040.75,1072.75,1340.25,2079.5,2434.75,2381.25,2808.25,2358.25,1345.75,1042.5,939.75,839,1114.25,1829,2085.75,2149,2343.25,2262.25,1415.25,1010.5,812.75,649,903.25,1710.5,1970.25,2025.75,2239.25,1492.75,841,8
"364",1018.5,978,1029.5,1252.25,1871.5,2203.75,2165,2509.75,2321.5,1318,972.5,859.75,775,1034.75,1723.5,1958.75,1998.75,2195.5,2150.5,1363.5,1007,778.75,623.25,815,1594.25,1845.25,1879.75,2048.5,1470.75,822.5,8
"365",910,832,742.75,990.5,1741.5,2045.5,1995.75,2324.75,1617.25,800.5,856.25,718.5,529.25,796.25,1611.5,1833.5,1877.5,2021.25,1411.75,762.25,906.25,670.75,451.5,659.5,1499.25,1739.25,1717,1882,982.25,474,8
"366",895.25,809.75,699.75,927,1787,2156,2109.5,2408.25,1474.5,703.5,842.5,684.75,501.5,736,1542,1812.75,1832,1965,1272.75,674.75,904.75,674.25,451.5,673,1571.25,1864.5,1914.75,2030.25,920.75,417.75,8
"367",1000.25,956.5,1006.5,1203.5,1838.25,2171,2103,2469,2161,1220.75,915.75,786,670.75,961.5,1696.75,1937.75,1976,2160.25,1846.75,1115.75,961.5,734,561.25,764.75,1457.25,1699.25,1702.5,1884.5,1289.25,678.25,8
"368",1299.5,1321.25,1425,1606.25,2027,2274.75,2252.5,2653,3180.25,2064.5,1185.75,1107.5,997.25,1286,2060,2304.75,2382,2637.25,2790,1879.5,1256.5,1076.5,965.5,1167.5,1741,1924.75,1994.75,2207.5,2400,1624.75,8
"369",1115.25,1120.75,1297.5,1485.25,1980,2269.5,2231.75,2598.75,2750,1634.75,1058.5,985.25,936,1230,1888.75,2121,2163.5,2352.5,2519,1643.75,1075.75,900,796,1027.25,1690.25,1888.75,1932.25,2112,1879.75,1168.5,8
"370",1000,956,1013.25,1213.25,1810.25,2129.75,2079,2420.75,2126.5,1206.25,910.75,777,650,889,1623.25,1875.5,1873.25,2041.25,1759.5,1065.75,928.25,697,511.25,689.75,1299.25,1508.25,1507,1676.5,1022.25,550,8
"371",1178,1177.5,1160,1411,2223,2615.5,2580,3037.75,2769.75,1657.25,1142.5,1065.25,943.5,1229,2066.5,2356.25,2449.75,2686.75,2707.25,1757.5,1224.25,1075,953.75,1312.75,2320.25,2712,2791.75,3072.5,2719,1758.25,8
"372",1163,1180.25,1164.5,1497,2291.5,2664.25,2631,3042.75,2753.25,1612,1155.5,1092.25,969.25,1320.5,2174.75,2468,2558.5,2809.5,2991.5,1970,1212.5,1098.25,954.5,1348.75,2336.75,2670.75,2765.75,3011.25,2764.25,1743,8
"373",1157.25,1170.75,1282,1527.75,2159.75,2494.25,2477,2871.75,2845.75,1666.5,1224.5,1207,1169.75,1507.75,2324.75,2619.5,2742.5,2990.5,3110,2080,1238,1122,1049,1398,2210.5,2538.5,2629.25,2879.75,2678.5,1720,8
"374",1049.5,1013.75,1086,1279.25,1793.25,2077.75,2056.75,2388.75,2444.25,1529.25,966.5,850.5,755,1042.5,1627,1838.75,1890.75,2034.75,2088.5,1428.75,1049.25,853.25,723.25,954,1629.75,1837,1874.75,2058.5,1797.25,1126,8
"375",1102.25,1081.5,1148.75,1351,1859.75,2154.25,2121.25,2448.75,2636.5,1686,1060.75,963.25,931.75,1165.75,1677.5,1881.25,1947,2111,2482.25,1764.5,1114.5,947.5,862,1125,1795.25,2048.5,2098,2279.75,2201.25,1441,8
"376",992,940.75,964.75,1158.75,1707.75,1968,1931,2256,2066.25,1234.75,928.75,797.25,682.5,918.5,1556.75,1817.75,1829.25,1973,1791.25,1160.5,941.75,721.75,551,734.5,1362.5,1563,1561.5,1680.25,1164,684.75,8
"377",1186,1213.5,1303.25,1526.25,2042.25,2294,2231.25,2542,2475,1551.25,1232.5,1184,1193,1453.75,2019.75,2222,2258,2452.5,2553,1788.5,1341.5,1262.75,1281,1627.25,2379.25,2633.25,2707.5,2909.5,2901,1941.5,8
"378",1202.25,1292.25,1595,1851.75,2331,2679.5,2683.25,3070,3330.25,2149.25,1099.25,1105,1105,1664.25,2584.25,2890.25,2991.5,3177.75,2913.25,1937.5,4082.75,3981.5,4464.25,4811.5,5165,5213.5,5346.5,5389.75,1283.25,899.75,8
"379",1400,1503.5,1877.5,2023.25,2365.5,2641,2619.25,2969.75,3361,2416.25,1352.5,1351,1457,1938,2657,2875.25,2941.75,3122.5,3000.75,2161.5,1721,1613.75,1686.25,2064,2641,2806.75,2814.75,2963.75,2069,1444,8
"380",1130.75,1128,1082.25,1297.75,1881.25,2117.75,2056,2307,1734.5,1175.25,1009.5,939.5,835,1100,1767.5,1958.5,2025.25,2130.75,1551.25,1085.5,1103.5,919.75,781.5,1005,1496.25,1672.75,1672.25,1744,1203,901.5,8
"381",1166.75,1197.5,1203.25,1474.5,2103.25,2408.25,2350,2675.5,2344.5,1523,1134,1093.75,1036.5,1351.75,2133.5,2394.75,2445,2622.75,2365.75,1645.25,1257.75,1143,1052,1394.25,2265.5,2530.75,2609.25,2802.25,2257.5,1531.5,8
"382",1189.25,1192.75,1176.75,1430.25,1958.75,2228.25,2177.25,2500.75,2267,1519.25,1162,1103.75,1015.5,1330.25,2067.5,2314.25,2357.25,2568.25,2235.25,1601.25,1366.25,1263.5,1183.75,1538.5,2404.25,2669,2766.75,3022,2580.25,1832.5,8
"383",1147.25,1183.5,1314,1574.25,2055.25,2325.5,2269.5,2629,2644.5,1629.75,1122,1103.25,1023.25,1387.25,2184.75,2447.5,2481.5,2706.75,2494.5,1651.25,1236.25,1144.5,1074,1458.5,2352,2647,2685.75,2927.25,2716.5,1723.5,8
"384",1312.5,1347.25,1562.5,1755,2143,2455.5,2424.25,2818.25,3063.5,1998.5,1321.5,1310.75,1285,1644,2472.25,2767.5,2817.75,3080.75,2834.75,2001.5,1585.75,1516.5,1546,1888.5,2693.5,2998,3094,3383,3634.25,2605.5,8
"385",1295.25,1334.5,1400.25,1600.75,2048.5,2276.5,2235,2567.75,2523.5,1713.5,1258.75,1233.5,1195.5,1487.25,2174.25,2382.75,2437.5,2658,2516.5,1828,1549.25,1485.25,1495,1803.25,2583,2845.5,2964,3209.75,3127.75,2266.75,8
"386",1164.75,1157.75,1240,1475.75,2047.25,2365.25,2346.5,2713.5,2869.5,1757.25,1240.25,1197.25,1178.5,1462.5,2131.5,2362.75,2458,2646.75,3147.25,2174.75,1329.25,1229.25,1225.75,1555.5,2461.25,2799.5,2915.75,3180.75,3295.75,2078.5,8
"387",1165.75,1168.25,1188.25,1443.5,1965.75,2215.5,2178.75,2519.25,2509.75,1670.5,1195.25,1150.25,1102.75,1408.5,1997.25,2203.75,2240.5,2445.5,2623,1953,1329,1254.25,1192.25,1555.25,2354.5,2632,2721,2966,2865,2025,8
"388",1115,1108,1130.75,1385.25,1896.5,2169.75,2119.75,2444.5,2377,1580.75,1124.5,1072.75,1018.25,1341.25,1971.75,2187.75,2214,2411.5,2385.25,1739.5,1216.25,1085.25,988.5,1355.5,2186.25,2456.75,2489,2703.5,2401.75,1617,8
"389",998,1022,1120.25,1368,1883.5,2114,2026.5,2262,2062.5,1332.5,957.75,909.25,952.5,1208.25,1734.25,1909.75,1917.5,2016.75,1988,1396.25,1096.25,1032.5,1058,1400,2268,2489.25,2503,2648.25,2159.5,1434.75,8
"390",899,861.75,798.5,1059.75,1705.25,1941.5,1878.5,2167.25,1669,986.75,849.25,753,654.75,921.75,1654.25,1874.5,1885.5,2013.5,1615.5,1033,969.5,822.5,669.5,993,2044,2309.5,2358.75,2505.75,1635.75,973,8
"391",987,1005.5,1050.75,1319.75,1861.75,2109,2045,2311.5,2148.75,1326.75,925.75,850.5,802,1057.25,1650.75,1820.75,1829,1973.5,1943.25,1301.25,1053.5,935,867.25,1181.75,2072.5,2327,2366.25,2484.25,2061.5,1285,8
"392",1079.75,1137.25,1223.5,1469.25,1984,2227.75,2146,2415.25,2211.75,1408.25,1045.25,1027.5,1032.75,1316.25,2028.25,2231.5,2241,2398,2221.75,1519,1201,1159.75,1151.25,1482,2463.75,2710,2714.25,2888,2402.25,1558.25,8
"393",995.25,975.25,1018.25,1235.75,1739.75,1958,1867.5,2108.25,1912,1265.75,974.25,906,926,1170.75,1824.5,2039,1989.75,2124.25,1982,1420.75,1109.5,989,982.5,1286.5,2108.5,2373.5,2368.5,2494,2064.5,1409.25,8
"394",874.5,849,730,1030.25,1941.25,2275.5,2239.5,2511.75,1537.75,830.25,869.25,803.5,683.5,1011.5,1894.25,2129.25,2168.25,2328.75,1700.25,1033,970.25,859.5,664.25,1092.25,2552.25,2980,3026.5,3242.5,1660,883.75,8
"395",963,926.5,939,1173,1686,1887,1789.25,2015.75,1848,1209.25,972.5,903.75,928.75,1177.25,1812,1968.5,1941.25,2044.25,2015.5,1466.5,1040,885.75,795.5,1106.25,1911.75,2123,2085,2227.5,1770.75,1171.5,8
"396",968.75,898.75,907.25,1091.25,1533.5,1726.75,1649,1895,1828,1148.5,927.75,811.5,728.75,974,1633.75,1820.5,1791,1945,1756,1180.75,1059.25,879,767.5,1023.5,1775.5,2016.25,1991.75,2163,1799.75,1116.5,8
"397",931.25,890.75,812.25,1073.5,1714.25,1965,1903.25,2183.5,1741.5,1024.5,926,840.75,719.5,1023.5,1833,2053.5,2055.75,2204.5,1820.5,1171.75,1075.75,952.75,801.25,1173.25,2365.75,2709.75,2690,2940.25,2089.5,1269.75,8
"398",989.75,977,993.5,1212.75,1832,2090.5,2025.75,2305.75,1999.25,1226,959,891.25,825.25,1113.5,1871,2130.75,2137.75,2286,2017.5,1344.5,1114.25,1005.5,957.25,1270.75,2229.5,2509,2524.25,2724.25,2240,1420.25,8
"399",968.25,915.5,892.5,1101.25,1575.25,1782.75,1714.5,1970.75,1847.25,1152.5,945.75,843.5,743.75,1027.25,1736,1943.25,1931.25,2089.75,1863,1241.25,1096.75,928.5,815.25,1124.25,2011,2265.75,2271.5,2479.25,2053,1272.25,8
"400",955.75,927,917,1165.75,1772.5,2014,1956.75,2212.25,1818,1091.5,946.25,877.75,792.5,1101.75,1921.5,2153.25,2153,2317.5,1876.5,1198.25,1097.5,982.25,896.5,1245.75,2398.75,2746.75,2724.25,2963.5,2089.25,1304.25,8
"401",956.75,912.25,920,1118.5,1664,1904.75,1828,2073.5,1842.75,1139.25,956.5,865.5,830.5,1094,1789,1997.75,2006.25,2155.5,1945,1286.25,1097.25,944.5,887,1168,2047.75,2350.5,2314.5,2587.5,2176.5,1357,8
"402",965.5,913.25,871.75,1087,1648,1872.5,1817.5,2084.25,1792,1070,934.25,837.75,737,1007.25,1708.75,1920.75,1917.75,2069,1820.75,1170.5,1090,939,830.25,1137.75,1996.75,2275.75,2260,2482,2052.25,1273.25,8
"403",966.75,964.25,996.5,1258.5,1935.25,2222.5,2153.75,2468.25,2135.75,1305,972.75,945.75,952.25,1236,1927.25,2162,2221.5,2334,2179.75,1470.75,985.75,827.25,737.5,975,1649.75,1820,1919.5,1992.25,1577.75,990,8
"404",959.75,911,892.25,1114.5,1726,2016.5,1947.5,2257,1847,1071.75,939.5,847.75,739.25,1034.5,1908.5,2206.75,2224.25,2414.25,1942.5,1193.75,1050.25,889.5,752.5,1062,2135.25,2465.75,2510.5,2750.75,1999,1157,8
"405",1041.25,999.25,1041.75,1281.25,1769.75,2021.5,1934.25,2254,2131.25,1292.5,1040,953.75,909.25,1210.75,1924.75,2187.25,2156.75,2350.5,2233.5,1462.5,1151.25,997,945,1264.75,2126.25,2404.25,2394.75,2653.75,2366.5,1472.5,8
"406",965.75,921.5,849.25,1115,1750.25,2043.75,1966,2254.5,1629,934,954.25,861.25,716.5,1047.5,1973,2268.5,2281.25,2465.25,1719,1040.25,1055.75,886.75,713,1041.75,2148.25,2477.5,2487.25,2680.25,1674.25,970.75,8
"407",1058.5,1045.75,1129.5,1364.75,1830.75,2103.75,2040.75,2379,2297.25,1347,1013.75,939.75,855.5,1164.75,1895.25,2129,2123.25,2312.75,2238.75,1412.25,1150,995.75,927.25,1243.25,1978,2243.25,2249,2497.75,2443.25,1479.5,8
